year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2020,113,Dallas County,66,66 yrs,21898,10117,11781,10353,4822,5531,4873,2052,2821,4978,2458,2520,1403,651,752,291,134,157
2020,113,Dallas County,67,67 yrs,21229,9822,11407,10194,4812,5382,4691,1957,2734,4604,2264,2340,1448,665,783,292,124,168
2020,113,Dallas County,68,68 yrs,19599,8875,10724,9509,4400,5109,4495,1804,2691,4141,1981,2160,1191,566,625,263,124,139
2020,113,Dallas County,69,69 yrs,18681,8523,10158,8854,4135,4719,4406,1765,2641,3946,1938,2008,1249,576,673,226,109,117
2020,113,Dallas County,70,70 yrs,17507,7884,9623,8583,3938,4645,4034,1638,2396,3488,1655,1833,1188,560,628,214,93,121
2020,113,Dallas County,71,71 yrs,16664,7516,9148,8339,3812,4527,3890,1592,2298,3230,1555,1675,1017,479,538,188,78,110
2020,113,Dallas County,72,72 yrs,16383,7249,9134,8733,3941,4792,3676,1508,2168,2916,1309,1607,884,409,475,174,82,92
2020,113,Dallas County,73,73 yrs,15454,6834,8620,8721,3976,4745,3119,1252,1867,2659,1173,1486,786,368,418,169,65,104
2020,113,Dallas County,74,74 yrs,12009,5241,6768,6238,2773,3465,2629,1050,1579,2356,1059,1297,669,304,365,117,55,62
2020,113,Dallas County,75,75 yrs,11868,5075,6793,6308,2738,3570,2640,999,1641,2105,965,1140,682,323,359,133,50,83
2020,113,Dallas County,76,76 yrs,11157,4844,6313,6160,2780,3380,2276,896,1380,2001,848,1153,608,278,330,112,42,70
2020,113,Dallas County,77,77 yrs,10409,4409,6000,5921,2559,3362,2132,820,1312,1694,719,975,587,279,308,75,32,43
2020,113,Dallas County,78,78 yrs,8927,3708,5219,5074,2157,2917,1847,696,1151,1476,632,844,458,196,262,72,27,45
2020,113,Dallas County,79,79 yrs,8404,3462,4942,4762,2022,2740,1707,604,1103,1444,618,826,436,198,238,55,20,35
2020,113,Dallas County,80,80 yrs,7522,3066,4456,4301,1795,2506,1467,535,932,1302,535,767,399,185,214,53,16,37
2020,113,Dallas County,81,81 yrs,6923,2826,4097,4080,1717,2363,1303,468,835,1136,458,678,359,170,189,45,13,32
2020,113,Dallas County,82,82 yrs,6303,2566,3737,3749,1562,2187,1149,410,739,1047,428,619,323,154,169,35,12,23
2020,113,Dallas County,83,83 yrs,5673,2216,3457,3370,1344,2026,1059,359,700,908,367,541,306,136,170,30,10,20
2020,113,Dallas County,84,84 yrs,5285,2043,3242,3222,1291,1931,946,294,652,830,336,494,253,115,138,34,7,27
2020,113,Dallas County,85,85 yrs,4980,1834,3146,3102,1147,1955,887,305,582,755,283,472,210,93,117,26,6,20
2020,113,Dallas County,86,86 yrs,4350,1619,2731,2736,1032,1704,785,248,537,641,260,381,170,74,96,18,5,13
2020,113,Dallas County,87,87 yrs,3881,1381,2500,2497,917,1580,697,194,503,520,197,323,148,68,80,19,5,14
2020,113,Dallas County,88,88 yrs,3454,1229,2225,2311,842,1469,513,143,370,471,186,285,142,53,89,17,5,12
2020,113,Dallas County,89,89 yrs,3108,1057,2051,2062,716,1346,480,129,351,432,160,272,117,49,68,17,3,14
2020,113,Dallas County,90,90 yrs,2773,901,1872,1825,613,1212,449,103,346,377,142,235,109,40,69,13,3,10
2020,113,Dallas County,91,91 yrs,2259,714,1545,1546,513,1033,355,78,277,264,88,176,85,33,52,9,2,7
2020,113,Dallas County,92,92 yrs,1781,542,1239,1223,375,848,257,63,194,224,73,151,64,28,36,13,3,10
2020,113,Dallas County,93,93 yrs,1460,447,1013,1018,315,703,209,46,163,188,71,117,39,13,26,6,2,4
2020,113,Dallas County,94,94 yrs,1189,334,855,826,245,581,181,38,143,138,37,101,39,13,26,5,1,4
2020,113,Dallas County,95,95+ yrs,2951,726,2225,2010,487,1523,476,85,391,347,115,232,105,36,69,13,3,10
2021,113,Dallas County,-1,All Ages,2771223,1358678,1412545,777457,382665,394792,629778,291581,338197,1106947,558362,548585,198353,97970,100383,58688,28100,30588
2021,113,Dallas County,0,< 1 yr,43096,21988,21108,8889,4533,4356,9075,4632,4443,20782,10599,10183,2712,1388,1324,1638,836,802
2021,113,Dallas County,1,1 yr,42600,21685,20915,8881,4526,4355,9002,4576,4426,20416,10401,10015,2700,1370,1330,1601,812,789
2021,113,Dallas County,2,2 yrs,42344,21568,20776,8908,4541,4367,9013,4585,4428,20159,10264,9895,2691,1375,1316,1573,803,770
2021,113,Dallas County,3,3 yrs,42106,21409,20697,8923,4549,4374,9016,4572,4444,19929,10141,9788,2690,1362,1328,1548,785,763
2021,113,Dallas County,4,4 yrs,41872,21303,20569,8919,4548,4371,9016,4574,4442,19729,10032,9697,2688,1371,1317,1520,778,742
2021,113,Dallas County,5,5 yrs,41638,21147,20491,8897,4537,4360,9004,4557,4447,19564,9941,9623,2683,1355,1328,1490,757,733
2021,113,Dallas County,6,6 yrs,41384,21012,20372,8885,4524,4361,8972,4548,4424,19402,9842,9560,2664,1354,1310,1461,744,717
2021,113,Dallas County,7,7 yrs,41101,20813,20288,8855,4504,4351,8914,4511,4403,19263,9749,9514,2641,1330,1311,1428,719,709
2021,113,Dallas County,8,8 yrs,40797,20653,20144,8812,4478,4334,8839,4479,4360,19147,9670,9477,2605,1321,1284,1394,705,689
2021,113,Dallas County,9,9 yrs,40460,20425,20035,8756,4445,4311,8743,4421,4322,19038,9595,9443,2565,1287,1278,1358,677,681
2021,113,Dallas County,10,10 yrs,40126,20252,19874,8700,4411,4289,8637,4375,4262,18951,9534,9417,2518,1269,1249,1320,663,657
2021,113,Dallas County,11,11 yrs,39241,19816,19425,6596,3386,3210,8594,4380,4214,20519,10243,10276,2315,1199,1116,1217,608,609
2021,113,Dallas County,12,12 yrs,39595,19999,19596,6512,3279,3233,8710,4382,4328,20830,10578,10252,2359,1192,1167,1184,568,616
2021,113,Dallas County,13,13 yrs,40702,20750,19952,6624,3318,3306,8848,4563,4285,21601,11053,10548,2415,1212,1203,1214,604,610
2021,113,Dallas County,14,14 yrs,40312,20597,19715,6544,3365,3179,8821,4554,4267,21556,11023,10533,2341,1161,1180,1050,494,556
2021,113,Dallas County,15,15 yrs,39530,20058,19472,6413,3280,3133,8681,4397,4284,21062,10688,10374,2333,1182,1151,1041,511,530
2021,113,Dallas County,16,16 yrs,39542,20036,19506,6754,3439,3315,8490,4301,4189,20917,10597,10320,2465,1254,1211,916,445,471
2021,113,Dallas County,17,17 yrs,39277,19875,19402,6931,3496,3435,8301,4130,4171,20525,10428,10097,2620,1381,1239,900,440,460
2021,113,Dallas County,18,18 yrs,37467,19008,18459,6531,3377,3154,7684,3877,3807,19814,10036,9778,2590,1300,1290,848,418,430
2021,113,Dallas County,19,19 yrs,36172,18424,17748,6100,3103,2997,7452,3800,3652,19463,9937,9526,2388,1203,1185,769,381,388
2021,113,Dallas County,20,20 yrs,37302,18975,18327,6545,3390,3155,7486,3841,3645,19727,9969,9758,2740,1410,1330,804,365,439
2021,113,Dallas County,21,21 yrs,37694,18903,18791,6928,3502,3426,8187,4041,4146,19083,9643,9440,2660,1302,1358,836,415,421
2021,113,Dallas County,22,22 yrs,37792,18735,19057,7544,3826,3718,8388,4153,4235,18252,8989,9263,2705,1355,1350,903,412,491
2021,113,Dallas County,23,23 yrs,39104,19394,19710,8485,4294,4191,8975,4478,4497,17730,8713,9017,2932,1450,1482,982,459,523
2021,113,Dallas County,24,24 yrs,40940,20110,20830,9712,4913,4799,9531,4616,4915,17542,8646,8896,3185,1482,1703,970,453,517
2021,113,Dallas County,25,25 yrs,42579,20833,21746,10472,5269,5203,10111,4993,5118,17457,8412,9045,3475,1640,1835,1064,519,545
2021,113,Dallas County,26,26 yrs,43813,21740,22073,11022,5657,5365,11014,5369,5645,17089,8426,8663,3557,1764,1793,1131,524,607
2021,113,Dallas County,27,27 yrs,43336,21293,22043,10816,5576,5240,11252,5425,5827,16568,8106,8462,3641,1696,1945,1059,490,569
2021,113,Dallas County,28,28 yrs,43114,21259,21855,10573,5495,5078,11956,5754,6202,16329,7990,8339,3190,1558,1632,1066,462,604
2021,113,Dallas County,29,29 yrs,42465,20989,21476,10730,5517,5213,11647,5664,5983,15789,7755,8034,3357,1625,1732,942,428,514
2021,113,Dallas County,30,30 yrs,42896,21166,21730,10921,5650,5271,11713,5544,6169,15834,7765,8069,3432,1737,1695,996,470,526
2021,113,Dallas County,31,31 yrs,42429,21102,21327,11024,5778,5246,11451,5325,6126,15403,7755,7648,3585,1798,1787,966,446,520
2021,113,Dallas County,32,32 yrs,40919,20251,20668,10646,5335,5311,10734,5007,5727,14993,7729,7264,3706,1821,1885,840,359,481
2021,113,Dallas County,33,33 yrs,41414,20668,20746,11276,5636,5640,10253,4725,5528,15321,7869,7452,3700,2066,1634,864,372,492
2021,113,Dallas County,34,34 yrs,41271,20279,20992,11639,5718,5921,9882,4552,5330,15298,7878,7420,3627,1804,1823,825,327,498
2021,113,Dallas County,35,35 yrs,41683,20359,21324,11975,5884,6091,9843,4388,5455,15205,7772,7433,3825,1919,1906,835,396,439
2021,113,Dallas County,36,36 yrs,39932,19780,20152,11426,5622,5804,9258,4197,5061,14957,7703,7254,3536,1924,1612,755,334,421
2021,113,Dallas County,37,37 yrs,39514,19402,20112,10989,5587,5402,8983,4038,4945,14908,7615,7293,3888,1809,2079,746,353,393
2021,113,Dallas County,38,38 yrs,40719,19938,20781,11057,5618,5439,9214,4071,5143,15687,7979,7708,3951,1905,2046,810,365,445
2021,113,Dallas County,39,39 yrs,39550,19566,19984,10589,5367,5222,8899,3959,4940,15552,8031,7521,3726,1842,1884,784,367,417
2021,113,Dallas County,40,40 yrs,39426,19309,20117,10312,5210,5102,9050,3982,5068,15898,8158,7740,3523,1645,1878,643,314,329
2021,113,Dallas County,41,41 yrs,39514,19543,19971,9833,5043,4790,9001,3933,5068,16388,8436,7952,3568,1775,1793,724,356,368
2021,113,Dallas County,42,42 yrs,36384,18047,18337,9022,4616,4406,8330,3669,4661,15226,7870,7356,3192,1588,1604,614,304,310
2021,113,Dallas County,43,43 yrs,36316,17920,18396,8873,4498,4375,7956,3438,4518,15875,8207,7668,3035,1527,1508,577,250,327
2021,113,Dallas County,44,44 yrs,35696,17414,18282,8711,4489,4222,7869,3384,4485,15621,7837,7784,2927,1439,1488,568,265,303
2021,113,Dallas County,45,45 yrs,35546,17200,18346,8523,4333,4190,7577,3209,4368,15719,7845,7874,3187,1548,1639,540,265,275
2021,113,Dallas County,46,46 yrs,36349,17928,18421,8833,4523,4310,7632,3323,4309,16267,8269,7998,3078,1557,1521,539,256,283
2021,113,Dallas County,47,47 yrs,34388,16687,17701,8470,4285,4185,7483,3201,4282,15077,7519,7558,2921,1472,1449,437,210,227
2021,113,Dallas County,48,48 yrs,34853,17190,17663,8829,4569,4260,7696,3376,4320,14982,7592,7390,2813,1397,1416,533,256,277
2021,113,Dallas County,49,49 yrs,35242,17314,17928,9385,4779,4606,7895,3483,4412,14744,7418,7326,2745,1409,1336,473,225,248
2021,113,Dallas County,50,50 yrs,35764,17468,18296,10254,5261,4993,8138,3535,4603,14171,7066,7105,2696,1381,1315,505,225,280
2021,113,Dallas County,51,51 yrs,35601,17545,18056,10289,5272,5017,7858,3431,4427,14429,7373,7056,2540,1231,1309,485,238,247
2021,113,Dallas County,52,52 yrs,32682,16435,16247,9644,4948,4696,7231,3290,3941,12992,6765,6227,2385,1223,1162,430,209,221
2021,113,Dallas County,53,53 yrs,32157,15955,16202,9423,4789,4634,7415,3300,4115,12680,6537,6143,2192,1114,1078,447,215,232
2021,113,Dallas County,54,54 yrs,31084,15456,15628,9435,4856,4579,7216,3207,4009,12090,6284,5806,1965,920,1045,378,189,189
2021,113,Dallas County,55,55 yrs,31359,15570,15789,9637,4894,4743,7574,3333,4241,11799,6176,5623,1941,962,979,408,205,203
2021,113,Dallas County,56,56 yrs,32711,16346,16365,10779,5554,5225,8013,3539,4474,11517,6077,5440,1943,959,984,459,217,242
2021,113,Dallas County,57,57 yrs,31852,15834,16018,11257,5645,5612,7642,3350,4292,10570,5649,4921,1948,964,984,435,226,209
2021,113,Dallas County,58,58 yrs,31632,15422,16210,11837,5940,5897,7502,3238,4264,9983,5133,4850,1878,899,979,432,212,220
2021,113,Dallas County,59,59 yrs,30808,14986,15822,12109,5954,6155,7370,3257,4113,9268,4798,4470,1694,801,893,367,176,191
2021,113,Dallas County,60,60 yrs,30905,15114,15791,12158,6025,6133,7413,3255,4158,9163,4777,4386,1770,869,901,401,188,213
2021,113,Dallas County,61,61 yrs,30376,14833,15543,12196,5987,6209,7299,3240,4059,8692,4573,4119,1786,827,959,403,206,197
2021,113,Dallas County,62,62 yrs,28311,13591,14720,11782,5808,5974,6762,2920,3842,7763,3958,3805,1654,742,912,350,163,187
2021,113,Dallas County,63,63 yrs,27610,13228,14382,11824,5796,6028,6560,2860,3700,7128,3596,3532,1716,792,924,382,184,198
2021,113,Dallas County,64,64 yrs,26389,12458,13931,11382,5473,5909,6247,2647,3600,6683,3365,3318,1731,818,913,346,155,191
2021,113,Dallas County,65,65 yrs,25088,11939,13149,11096,5434,5662,5815,2485,3330,6237,3127,3110,1599,729,870,341,164,177
2021,113,Dallas County,66,66 yrs,23795,11248,12547,10890,5236,5654,5443,2311,3132,5675,2863,2812,1484,708,776,303,130,173
2021,113,Dallas County,67,67 yrs,21396,9841,11555,10072,4670,5402,4776,2001,2775,4888,2400,2488,1383,642,741,277,128,149
2021,113,Dallas County,68,68 yrs,20718,9542,11176,9906,4655,5251,4594,1906,2688,4516,2208,2308,1423,654,769,279,119,160
2021,113,Dallas County,69,69 yrs,19096,8598,10498,9227,4247,4980,4394,1751,2643,4055,1926,2129,1170,556,614,250,118,132
2021,113,Dallas County,70,70 yrs,18178,8248,9930,8578,3985,4593,4302,1713,2589,3861,1884,1977,1223,563,660,214,103,111
2021,113,Dallas County,71,71 yrs,17094,7647,9447,8358,3811,4547,3940,1587,2353,3419,1610,1809,1176,553,623,201,86,115
2021,113,Dallas County,72,72 yrs,16239,7269,8970,8106,3681,4425,3789,1535,2254,3164,1511,1653,1003,470,533,177,72,105
2021,113,Dallas County,73,73 yrs,15921,6988,8933,8475,3798,4677,3567,1449,2118,2850,1267,1583,868,399,469,161,75,86
2021,113,Dallas County,74,74 yrs,14992,6570,8422,8444,3820,4624,3024,1200,1824,2596,1133,1463,771,358,413,157,59,98
2021,113,Dallas County,75,75 yrs,11621,5025,6596,6026,2658,3368,2542,1003,1539,2291,1020,1271,655,295,360,107,49,58
2021,113,Dallas County,76,76 yrs,11453,4862,6591,6079,2622,3457,2533,947,1586,2050,931,1119,671,319,352,120,43,77
2021,113,Dallas County,77,77 yrs,10727,4620,6107,5916,2652,3264,2173,844,1329,1943,816,1127,594,272,322,101,36,65
2021,113,Dallas County,78,78 yrs,9976,4187,5789,5667,2429,3238,2032,770,1262,1640,688,952,571,273,298,66,27,39
2021,113,Dallas County,79,79 yrs,8517,3504,5013,4837,2039,2798,1751,652,1099,1421,601,820,444,189,255,64,23,41
2021,113,Dallas County,80,80 yrs,7981,3253,4728,4517,1899,2618,1611,561,1050,1384,585,799,421,191,230,48,17,31
2021,113,Dallas County,81,81 yrs,7172,2889,4283,4092,1690,2402,1393,497,896,1257,512,745,383,176,207,47,14,33
2021,113,Dallas County,82,82 yrs,6558,2644,3914,3854,1603,2251,1231,433,798,1092,436,656,342,161,181,39,11,28
2021,113,Dallas County,83,83 yrs,5933,2382,3551,3520,1448,2072,1077,375,702,999,404,595,307,145,162,30,10,20
2021,113,Dallas County,84,84 yrs,5311,2043,3268,3144,1236,1908,990,327,663,861,344,517,290,128,162,26,8,18
2021,113,Dallas County,85,85 yrs,4903,1864,3039,2980,1176,1804,878,264,614,779,311,468,237,107,130,29,6,23
2021,113,Dallas County,86,86 yrs,4575,1659,2916,2842,1033,1809,809,273,536,704,261,443,198,87,111,22,5,17
2021,113,Dallas County,87,87 yrs,3954,1444,2510,2478,917,1561,709,217,492,590,236,354,160,69,91,17,5,12
2021,113,Dallas County,88,88 yrs,3482,1211,2271,2230,801,1429,625,167,458,474,177,297,137,62,75,16,4,12
2021,113,Dallas County,89,89 yrs,3056,1067,1989,2035,726,1309,454,125,329,423,164,259,130,48,82,14,4,10
2021,113,Dallas County,90,90 yrs,2717,899,1818,1791,606,1185,423,107,316,383,140,243,106,44,62,14,2,12
2021,113,Dallas County,91,91 yrs,2371,750,1621,1552,507,1045,382,83,299,328,122,206,99,36,63,10,2,8
2021,113,Dallas County,92,92 yrs,1904,583,1321,1289,415,874,306,63,243,226,74,152,75,29,46,8,2,6
2021,113,Dallas County,93,93 yrs,1465,435,1030,996,294,702,216,54,162,189,61,128,55,24,31,9,2,7
2021,113,Dallas County,94,94 yrs,1163,341,822,805,239,566,166,34,132,155,57,98,32,10,22,5,1,4
2021,113,Dallas County,95,95+ yrs,3084,773,2311,2059,518,1541,515,93,422,381,119,262,117,41,76,12,2,10
2022,113,Dallas County,-1,All Ages,2808441,1375790,1432651,775504,381878,393626,639801,296354,343447,1125334,566295,559039,207242,102278,104964,60560,28985,31575
2022,113,Dallas County,0,< 1 yr,43484,22161,21323,8777,4476,4301,9147,4661,4486,21092,10756,10336,2794,1419,1375,1674,849,825
2022,113,Dallas County,1,1 yr,42974,21903,21071,8774,4473,4301,9081,4625,4456,20706,10550,10156,2774,1418,1356,1639,837,802
2022,113,Dallas County,2,2 yrs,42728,21739,20989,8809,4490,4319,9103,4622,4481,20433,10404,10029,2771,1405,1366,1612,818,794
2022,113,Dallas County,3,3 yrs,42470,21619,20851,8836,4504,4332,9114,4631,4483,20176,10267,9909,2760,1408,1352,1584,809,775
2022,113,Dallas County,4,4 yrs,42234,21461,20773,8852,4513,4339,9117,4618,4499,19946,10143,9803,2760,1396,1364,1559,791,768
2022,113,Dallas County,5,5 yrs,41997,21352,20645,8848,4512,4336,9118,4620,4498,19744,10033,9711,2755,1403,1352,1532,784,748
2022,113,Dallas County,6,6 yrs,41749,21172,20577,8855,4511,4344,9092,4601,4491,19552,9915,9637,2746,1384,1362,1504,761,743
2022,113,Dallas County,7,7 yrs,41492,21036,20456,8842,4497,4345,9057,4591,4466,19392,9817,9575,2727,1383,1344,1474,748,726
2022,113,Dallas County,8,8 yrs,41208,20837,20371,8812,4478,4334,9000,4554,4446,19251,9723,9528,2704,1359,1345,1441,723,718
2022,113,Dallas County,9,9 yrs,40898,20674,20224,8768,4451,4317,8923,4521,4402,19134,9644,9490,2667,1350,1317,1406,708,698
2022,113,Dallas County,10,10 yrs,40559,20446,20113,8713,4419,4294,8825,4462,4363,19025,9569,9456,2625,1315,1310,1371,681,690
2022,113,Dallas County,11,11 yrs,40226,20309,19917,8663,4384,4279,8610,4363,4247,19029,9587,9442,2607,1314,1293,1317,661,656
2022,113,Dallas County,12,12 yrs,39339,19873,19466,6561,3362,3199,8572,4369,4203,20597,10295,10302,2396,1241,1155,1213,606,607
2022,113,Dallas County,13,13 yrs,39690,20055,19635,6474,3254,3220,8686,4371,4315,20909,10631,10278,2440,1233,1207,1181,566,615
2022,113,Dallas County,14,14 yrs,40792,20805,19987,6584,3292,3292,8818,4549,4269,21683,11109,10574,2497,1253,1244,1210,602,608
2022,113,Dallas County,15,15 yrs,40365,20637,19728,6524,3362,3162,8771,4525,4246,21606,11058,10548,2417,1199,1218,1047,493,554
2022,113,Dallas County,16,16 yrs,40549,20527,20022,6711,3419,3292,8772,4436,4336,21415,10840,10575,2600,1319,1281,1051,513,538
2022,113,Dallas County,17,17 yrs,40211,20305,19906,6973,3526,3447,8449,4264,4185,21176,10701,10475,2709,1378,1331,904,436,468
2022,113,Dallas County,18,18 yrs,38307,19439,18868,6645,3397,3248,7848,3935,3913,20192,10239,9953,2726,1436,1290,896,432,464
2022,113,Dallas County,19,19 yrs,35745,18115,17630,5957,3048,2909,7274,3682,3592,19021,9639,9382,2649,1333,1316,844,413,431
2022,113,Dallas County,20,20 yrs,37371,18927,18444,6335,3219,3116,7617,3861,3756,19961,10117,9844,2663,1345,1318,795,385,410
2022,113,Dallas County,21,21 yrs,38591,19495,19096,6872,3550,3322,7939,4028,3911,19874,9980,9894,3054,1550,1504,852,387,465
2022,113,Dallas County,22,22 yrs,39350,19562,19788,7451,3754,3697,8725,4274,4451,19268,9643,9625,3010,1442,1568,896,449,447
2022,113,Dallas County,23,23 yrs,39805,19619,20186,8376,4235,4141,8886,4367,4519,18462,9035,9427,3114,1547,1567,967,435,532
2022,113,Dallas County,24,24 yrs,40947,20248,20699,9179,4666,4513,9435,4681,4754,18000,8800,9200,3277,1610,1667,1056,491,565
2022,113,Dallas County,25,25 yrs,42798,20903,21895,10457,5296,5161,10064,4837,5227,17694,8674,9020,3555,1620,1935,1028,476,552
2022,113,Dallas County,26,26 yrs,43090,21092,21998,10562,5345,5217,10407,5136,5271,17379,8330,9049,3650,1753,1897,1092,528,564
2022,113,Dallas County,27,27 yrs,44103,21837,22266,10956,5658,5298,11310,5488,5822,16954,8307,8647,3729,1850,1879,1154,534,620
2022,113,Dallas County,28,28 yrs,43749,21514,22235,10862,5645,5217,11525,5565,5960,16448,8006,8442,3836,1801,2035,1078,497,581
2022,113,Dallas County,29,29 yrs,43300,21267,22033,10445,5434,5011,12259,5876,6383,16166,7857,8309,3352,1639,1713,1078,461,617
2022,113,Dallas County,30,30 yrs,42722,21071,21651,10698,5528,5170,11921,5779,6142,15653,7647,8006,3481,1675,1806,969,442,527
2022,113,Dallas County,31,31 yrs,43105,21261,21844,10826,5597,5229,11943,5655,6288,15732,7685,8047,3599,1850,1749,1005,474,531
2022,113,Dallas County,32,32 yrs,42391,21047,21344,10877,5706,5171,11615,5416,6199,15267,7649,7618,3674,1835,1839,958,441,517
2022,113,Dallas County,33,33 yrs,40915,20216,20699,10507,5272,5235,10903,5090,5813,14836,7606,7230,3819,1884,1935,850,364,486
2022,113,Dallas County,34,34 yrs,41302,20593,20709,11113,5550,5563,10396,4806,5590,15143,7747,7396,3787,2115,1672,863,375,488
2022,113,Dallas County,35,35 yrs,41174,20195,20979,11462,5633,5829,10023,4623,5400,15156,7775,7381,3712,1841,1871,821,323,498
2022,113,Dallas County,36,36 yrs,41581,20272,21309,11837,5808,6029,9903,4412,5491,15105,7698,7407,3893,1951,1942,843,403,440
2022,113,Dallas County,37,37 yrs,39830,19684,20146,11297,5551,5746,9310,4217,5093,14868,7629,7239,3599,1954,1645,756,333,423
2022,113,Dallas County,38,38 yrs,39386,19282,20104,10856,5512,5344,9024,4048,4976,14803,7532,7271,3958,1836,2122,745,354,391
2022,113,Dallas County,39,39 yrs,40581,19832,20749,10925,5547,5378,9245,4079,5166,15578,7905,7673,4022,1933,2089,811,368,443
2022,113,Dallas County,40,40 yrs,39450,19481,19969,10460,5301,5159,8956,3987,4969,15458,7954,7504,3793,1871,1922,783,368,415
2022,113,Dallas County,41,41 yrs,39455,19289,20166,10259,5175,5084,9053,3977,5076,15912,8152,7760,3590,1674,1916,641,311,330
2022,113,Dallas County,42,42 yrs,39518,19513,20005,9767,4999,4768,8983,3920,5063,16404,8431,7973,3637,1806,1831,727,357,370
2022,113,Dallas County,43,43 yrs,36367,18007,18360,8966,4579,4387,8315,3662,4653,15223,7852,7371,3251,1614,1637,612,300,312
2022,113,Dallas County,44,44 yrs,36292,17875,18417,8811,4459,4352,7934,3422,4512,15886,8197,7689,3088,1550,1538,573,247,326
2022,113,Dallas County,45,45 yrs,35685,17393,18292,8643,4455,4188,7861,3382,4479,15628,7826,7802,2986,1467,1519,567,263,304
2022,113,Dallas County,46,46 yrs,35585,17191,18394,8484,4310,4174,7548,3194,4354,15765,7852,7913,3249,1571,1678,539,264,275
2022,113,Dallas County,47,47 yrs,36399,17927,18472,8791,4498,4293,7628,3327,4301,16308,8269,8039,3140,1581,1559,532,252,280
2022,113,Dallas County,48,48 yrs,34426,16689,17737,8429,4262,4167,7454,3192,4262,15126,7530,7596,2981,1496,1485,436,209,227
2022,113,Dallas County,49,49 yrs,34847,17156,17691,8779,4537,4242,7655,3356,4299,15019,7593,7426,2867,1418,1449,527,252,275
2022,113,Dallas County,50,50 yrs,35253,17312,17941,9324,4747,4577,7867,3477,4390,14794,7432,7362,2798,1431,1367,470,225,245
2022,113,Dallas County,51,51 yrs,35665,17411,18254,10150,5207,4943,8085,3505,4580,14188,7069,7119,2742,1404,1338,500,226,274
2022,113,Dallas County,52,52 yrs,35467,17462,18005,10176,5212,4964,7803,3401,4402,14427,7360,7067,2581,1250,1331,480,239,241
2022,113,Dallas County,53,53 yrs,32543,16346,16197,9535,4891,4644,7172,3254,3918,12990,6752,6238,2423,1242,1181,423,207,216
2022,113,Dallas County,54,54 yrs,32015,15868,16147,9315,4731,4584,7356,3268,4088,12672,6520,6152,2228,1132,1096,444,217,227
2022,113,Dallas County,55,55 yrs,31062,15410,15652,9375,4808,4567,7183,3181,4002,12124,6294,5830,2001,935,1066,379,192,187
2022,113,Dallas County,56,56 yrs,31180,15445,15735,9511,4825,4686,7508,3294,4214,11790,6153,5637,1971,973,998,400,200,200
2022,113,Dallas County,57,57 yrs,32495,16196,16299,10631,5471,5160,7932,3488,4444,11507,6054,5453,1974,970,1004,451,213,238
2022,113,Dallas County,58,58 yrs,31623,15684,15939,11098,5558,5540,7560,3300,4260,10559,5630,4929,1979,975,1004,427,221,206
2022,113,Dallas County,59,59 yrs,31379,15255,16124,11665,5845,5820,7417,3185,4232,9967,5110,4857,1906,908,998,424,207,217
2022,113,Dallas County,60,60 yrs,30552,14826,15726,11934,5861,6073,7285,3206,4079,9252,4777,4475,1721,810,911,360,172,188
2022,113,Dallas County,61,61 yrs,30410,14825,15585,11860,5861,5999,7278,3173,4105,9077,4723,4354,1799,885,914,396,183,213
2022,113,Dallas County,62,62 yrs,29858,14532,15326,11887,5819,6068,7159,3156,4003,8600,4513,4087,1813,842,971,399,202,197
2022,113,Dallas County,63,63 yrs,27804,13300,14504,11478,5642,5836,6624,2839,3785,7680,3906,3774,1678,755,923,344,158,186
2022,113,Dallas County,64,64 yrs,27092,12936,14156,11509,5625,5884,6422,2781,3641,7042,3543,3499,1743,807,936,376,180,196
2022,113,Dallas County,65,65 yrs,25893,12189,13704,11069,5307,5762,6118,2576,3542,6607,3321,3286,1757,833,924,342,152,190
2022,113,Dallas County,66,66 yrs,24552,11634,12918,10809,5271,5538,5705,2424,3281,6132,3061,3071,1580,721,859,326,157,169
2022,113,Dallas County,67,67 yrs,23253,10944,12309,10595,5073,5522,5335,2253,3082,5571,2795,2776,1464,699,765,288,124,164
2022,113,Dallas County,68,68 yrs,20888,9564,11324,9789,4518,5271,4680,1950,2730,4796,2342,2454,1359,632,727,264,122,142
2022,113,Dallas County,69,69 yrs,20185,9248,10937,9612,4494,5118,4491,1852,2639,4423,2148,2275,1395,641,754,264,113,151
2022,113,Dallas County,70,70 yrs,18586,8323,10263,8944,4094,4850,4291,1700,2591,3969,1873,2096,1146,544,602,236,112,124
2022,113,Dallas County,71,71 yrs,17751,7998,9753,8353,3856,4497,4204,1660,2544,3783,1832,1951,1211,556,655,200,94,106
2022,113,Dallas County,72,72 yrs,16662,7397,9265,8124,3680,4444,3840,1531,2309,3351,1565,1786,1159,542,617,188,79,109
2022,113,Dallas County,73,73 yrs,15786,7011,8775,7869,3549,4320,3677,1476,2201,3091,1463,1628,985,458,527,164,65,99
2022,113,Dallas County,74,74 yrs,15447,6719,8728,8206,3649,4557,3458,1389,2069,2781,1224,1557,852,389,463,150,68,82
