year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2029,113,Dallas County,3,3 yrs,45210,22989,22221,8076,4117,3959,9550,4844,4706,22298,11346,10952,3425,1735,1690,1861,947,914
2029,113,Dallas County,4,4 yrs,44892,22840,22052,8106,4132,3974,9601,4875,4726,21979,11178,10801,3376,1719,1657,1830,936,894
2029,113,Dallas County,5,5 yrs,44580,22642,21938,8144,4152,3992,9651,4885,4766,21648,11003,10645,3337,1686,1651,1800,916,884
2029,113,Dallas County,6,6 yrs,44284,22482,21802,8210,4181,4029,9681,4908,4773,21303,10805,10498,3313,1682,1631,1777,906,871
2029,113,Dallas County,7,7 yrs,43993,22276,21717,8278,4210,4068,9704,4912,4792,20970,10613,10357,3289,1656,1633,1752,885,867
2029,113,Dallas County,8,8 yrs,43716,22130,21586,8347,4242,4105,9720,4927,4793,20647,10429,10218,3270,1654,1616,1732,878,854
2029,113,Dallas County,9,9 yrs,43462,21946,21516,8412,4270,4142,9728,4921,4807,20350,10258,10092,3264,1639,1625,1708,858,850
2029,113,Dallas County,10,10 yrs,43183,21797,21386,8465,4292,4173,9729,4930,4799,20065,10093,9972,3244,1636,1608,1680,846,834
2029,113,Dallas County,11,11 yrs,42927,21650,21277,8518,4312,4206,9592,4853,4739,19906,10027,9879,3277,1643,1634,1634,815,819
2029,113,Dallas County,12,12 yrs,42661,21541,21120,8547,4320,4227,9454,4790,4664,19770,9970,9800,3303,1667,1636,1587,794,793
2029,113,Dallas County,13,13 yrs,42402,21393,21009,8556,4317,4239,9303,4709,4594,19673,9934,9739,3327,1667,1660,1543,766,777
2029,113,Dallas County,14,14 yrs,42126,21287,20839,8542,4300,4242,9149,4641,4508,19603,9916,9687,3339,1685,1654,1493,745,748
2029,113,Dallas County,15,15 yrs,41768,21091,20677,8515,4289,4226,8950,4531,4419,19526,9883,9643,3340,1676,1664,1437,712,725
2029,113,Dallas County,16,16 yrs,42512,21441,21071,8904,4469,4435,8880,4495,4385,19746,9967,9779,3579,1813,1766,1403,697,706
2029,113,Dallas County,17,17 yrs,42834,21500,21334,9167,4569,4598,8659,4359,4300,19887,10012,9875,3781,1903,1878,1340,657,683
2029,113,Dallas County,18,18 yrs,41283,20801,20482,8684,4379,4305,8014,4073,3941,19507,9803,9704,3793,1917,1876,1285,629,656
2029,113,Dallas County,19,19 yrs,38632,19460,19172,6059,3078,2981,7617,3897,3720,20247,10076,10171,3503,1828,1675,1206,581,625
2029,113,Dallas County,20,20 yrs,40196,20141,20055,6263,3121,3142,7930,3986,3944,20958,10532,10426,3830,1954,1876,1215,548,667
2029,113,Dallas County,21,21 yrs,42690,21416,21274,6747,3343,3404,8570,4372,4198,21832,10974,10858,4221,2106,2115,1320,621,699
2029,113,Dallas County,22,22 yrs,43866,21868,21998,7218,3665,3553,9145,4644,4501,21868,10870,10998,4413,2143,2270,1222,546,676
2029,113,Dallas County,23,23 yrs,45088,22188,22900,7881,3961,3920,9550,4717,4833,21530,10544,10986,4836,2371,2465,1291,595,696
2029,113,Dallas County,24,24 yrs,45888,22517,23371,8584,4328,4256,9711,4772,4939,21302,10389,10913,5081,2475,2606,1210,553,657
2029,113,Dallas County,25,25 yrs,46765,22897,23868,9204,4632,4572,10075,4850,5225,20777,10137,10640,5440,2695,2745,1269,583,686
2029,113,Dallas County,26,26 yrs,46227,22588,23639,9134,4676,4458,10167,4915,5252,20276,9831,10445,5427,2595,2832,1223,571,652
2029,113,Dallas County,27,27 yrs,46916,22979,23937,9322,4776,4546,10663,5171,5492,20621,10009,10612,5169,2485,2684,1141,538,603
2029,113,Dallas County,28,28 yrs,47375,23357,24018,9656,5083,4573,10753,5282,5471,20210,9737,10473,5581,2741,2840,1175,514,661
2029,113,Dallas County,29,29 yrs,46515,22631,23884,9604,4951,4653,11327,5401,5926,19230,9261,9969,5188,2464,2724,1166,554,612
2029,113,Dallas County,30,30 yrs,45001,21852,23149,9702,5069,4633,11156,5352,5804,18083,8505,9578,4851,2408,2443,1209,518,691
2029,113,Dallas County,31,31 yrs,44387,21686,22701,9708,5069,4639,11466,5591,5875,17260,8117,9143,4719,2357,2362,1234,552,682
2029,113,Dallas County,32,32 yrs,44303,21416,22887,10100,5252,4848,11735,5605,6130,16667,7860,8807,4670,2192,2478,1131,507,624
2029,113,Dallas County,33,33 yrs,44069,21363,22706,9956,5152,4804,11971,5874,6097,16291,7495,8796,4675,2283,2392,1176,559,617
2029,113,Dallas County,34,34 yrs,44762,21976,22786,10230,5362,4868,12838,6232,6606,15809,7465,8344,4668,2358,2310,1217,559,658
2029,113,Dallas County,35,35 yrs,43867,21282,22585,9910,5183,4727,12950,6252,6698,15286,7165,8121,4608,2174,2434,1113,508,605
2029,113,Dallas County,36,36 yrs,43140,20935,22205,9521,4971,4550,13535,6508,7027,15070,7076,7994,3908,1905,2003,1106,475,631
2029,113,Dallas County,37,37 yrs,42323,20640,21683,9693,4995,4698,12964,6318,6646,14645,6922,7723,4052,1960,2092,969,445,524
2029,113,Dallas County,38,38 yrs,42563,20736,21827,9836,5072,4764,12848,6116,6732,14750,6975,7775,4127,2096,2031,1002,477,525
2029,113,Dallas County,39,39 yrs,41758,20448,21310,9907,5175,4732,12353,5764,6589,14342,6979,7363,4193,2080,2113,963,450,513
2029,113,Dallas County,40,40 yrs,40254,19605,20649,9591,4782,4809,11491,5363,6128,13995,6995,7000,4335,2097,2238,842,368,474
2029,113,Dallas County,41,41 yrs,40720,20056,20664,10259,5093,5166,10833,4980,5853,14486,7246,7240,4283,2363,1920,859,374,485
2029,113,Dallas County,42,42 yrs,40629,19650,20979,10681,5203,5478,10281,4710,5571,14644,7362,7282,4199,2049,2150,824,326,498
2029,113,Dallas County,43,43 yrs,41126,19767,21359,11093,5388,5705,10087,4458,5629,14696,7348,7348,4415,2177,2238,835,396,439
2029,113,Dallas County,44,44 yrs,39369,19224,20145,10622,5167,5455,9370,4211,5159,14564,7345,7219,4066,2176,1890,747,325,422
2029,113,Dallas County,45,45 yrs,39134,18920,20214,10261,5166,5095,9041,4037,5004,14611,7319,7292,4491,2055,2436,730,343,387
2029,113,Dallas County,46,46 yrs,40495,19556,20939,10407,5239,5168,9194,4040,5154,15525,7763,7762,4575,2161,2414,794,353,441
2029,113,Dallas County,47,47 yrs,39515,19299,20216,10034,5040,4994,8843,3923,4920,15555,7893,7662,4326,2096,2230,757,347,410
2029,113,Dallas County,48,48 yrs,39528,19111,20417,9850,4929,4921,8906,3906,5000,16051,8111,7940,4101,1872,2229,620,293,327
2029,113,Dallas County,49,49 yrs,39619,19359,20260,9386,4770,4616,8802,3838,4964,16576,8400,8176,4162,2020,2142,693,331,362
2029,113,Dallas County,50,50 yrs,36480,17912,18568,8610,4378,4232,8135,3594,4541,15427,7851,7576,3724,1806,1918,584,283,301
2029,113,Dallas County,51,51 yrs,36358,17785,18573,8436,4255,4181,7735,3345,4390,16106,8210,7896,3537,1739,1798,544,236,308
2029,113,Dallas County,52,52 yrs,35641,17239,18402,8248,4238,4010,7617,3278,4339,15838,7834,8004,3402,1635,1767,536,254,282
2029,113,Dallas County,53,53 yrs,35439,16992,18447,8040,4072,3968,7281,3079,4202,15931,7836,8095,3686,1751,1935,501,254,247
2029,113,Dallas County,54,54 yrs,36032,17634,18398,8274,4223,4051,7297,3171,4126,16419,8230,8189,3547,1764,1783,495,246,249
2029,113,Dallas County,55,55 yrs,34028,16371,17657,7924,3980,3944,7113,3019,4094,15227,7498,7729,3357,1668,1689,407,206,201
2029,113,Dallas County,56,56 yrs,34252,16720,17532,8189,4208,3981,7280,3152,4128,15082,7540,7542,3211,1571,1640,490,249,241
2029,113,Dallas County,57,57 yrs,34406,16721,17685,8627,4364,4263,7437,3230,4207,14789,7331,7458,3125,1581,1544,428,215,213
2029,113,Dallas County,58,58 yrs,34598,16683,17915,9342,4757,4585,7596,3225,4371,14154,6950,7204,3056,1542,1514,450,209,241
2029,113,Dallas County,59,59 yrs,34311,16645,17666,9335,4743,4592,7301,3105,4196,14371,7219,7152,2875,1361,1514,429,217,212
2029,113,Dallas County,60,60 yrs,31393,15538,15855,8717,4430,4287,6692,2966,3726,12910,6605,6305,2696,1351,1345,378,186,192
2029,113,Dallas County,61,61 yrs,30567,14901,15666,8407,4221,4186,6788,2929,3859,12492,6323,6169,2481,1235,1246,399,193,206
2029,113,Dallas County,62,62 yrs,29198,14219,14979,8295,4212,4083,6538,2799,3739,11803,6021,5782,2227,1022,1205,335,165,170
2029,113,Dallas County,63,63 yrs,28950,14078,14872,8312,4167,4145,6746,2851,3895,11356,5825,5531,2185,1067,1118,351,168,183
2029,113,Dallas County,64,64 yrs,29774,14564,15210,9166,4654,4512,7053,2977,4076,10963,5676,5287,2189,1075,1114,403,182,221
2029,113,Dallas County,65,65 yrs,28614,13941,14673,9444,4655,4789,6643,2783,3860,9955,5230,4725,2189,1085,1104,383,188,195
2029,113,Dallas County,66,66 yrs,27977,13320,14657,9818,4831,4987,6470,2658,3812,9269,4671,4598,2051,989,1062,369,171,198
2029,113,Dallas County,67,67 yrs,26803,12713,14090,9923,4768,5155,6311,2659,3652,8462,4283,4179,1801,863,938,306,140,166
2029,113,Dallas County,68,68 yrs,26476,12604,13872,9814,4739,5075,6292,2629,3663,8223,4180,4043,1821,910,911,326,146,180
2029,113,Dallas County,69,69 yrs,25775,12218,13557,9801,4674,5127,6176,2613,3563,7711,3941,3770,1774,835,939,313,155,158
2029,113,Dallas County,70,70 yrs,23793,11055,12738,9421,4500,4921,5702,2350,3352,6818,3361,3457,1590,724,866,262,120,142
2029,113,Dallas County,71,71 yrs,23062,10665,12397,9452,4478,4974,5521,2297,3224,6203,3011,3192,1611,749,862,275,130,145
2029,113,Dallas County,72,72 yrs,21915,9951,11964,9097,4210,4887,5236,2110,3126,5769,2781,2988,1578,748,830,235,102,133
2029,113,Dallas County,73,73 yrs,20620,9379,11241,8851,4159,4692,4824,1952,2872,5315,2534,2781,1412,635,777,218,99,119
2029,113,Dallas County,74,74 yrs,19406,8744,10662,8642,3978,4664,4472,1791,2681,4796,2288,2508,1307,612,695,189,75,114
2029,113,Dallas County,75,75 yrs,17312,7546,9766,7951,3508,4443,3882,1525,2357,4101,1896,2205,1211,547,664,167,70,97
2029,113,Dallas County,76,76 yrs,16557,7211,9346,7741,3460,4281,3655,1414,2241,3756,1722,2034,1244,556,688,161,59,102
2029,113,Dallas County,77,77 yrs,15060,6389,8671,7144,3118,4026,3419,1258,2161,3344,1485,1859,1018,473,545,135,55,80
2029,113,Dallas County,78,78 yrs,14124,6016,8108,6546,2879,3667,3274,1194,2080,3140,1425,1715,1055,475,580,109,43,66
2029,113,Dallas County,79,79 yrs,12985,5445,7540,6248,2691,3557,2904,1070,1834,2736,1191,1545,996,459,537,101,34,67
2029,113,Dallas County,80,80 yrs,12001,5028,6973,5914,2531,3383,2699,997,1702,2470,1088,1382,834,386,448,84,26,58
2029,113,Dallas County,81,81 yrs,11512,4699,6813,6052,2545,3507,2480,906,1574,2204,902,1302,704,320,384,72,26,46
2029,113,Dallas County,82,82 yrs,10579,4300,6279,5876,2488,3388,2057,723,1334,1973,792,1181,605,278,327,68,19,49
2029,113,Dallas County,83,83 yrs,8013,3199,4814,4085,1678,2407,1681,583,1098,1704,699,1005,501,224,277,42,15,27
2029,113,Dallas County,84,84 yrs,7662,2985,4677,3999,1594,2405,1642,532,1110,1478,618,860,498,230,268,45,11,34
2029,113,Dallas County,85,85 yrs,6913,2709,4204,3741,1543,2198,1357,450,907,1359,522,837,419,184,235,37,10,27
2029,113,Dallas County,86,86 yrs,6190,2348,3842,3440,1343,2097,1226,394,832,1105,423,682,396,181,215,23,7,16
2029,113,Dallas County,87,87 yrs,5045,1859,3186,2798,1063,1735,1011,315,696,913,352,561,300,122,178,23,7,16
2029,113,Dallas County,88,88 yrs,4495,1626,2869,2470,927,1543,889,252,637,845,326,519,274,117,157,17,4,13
2029,113,Dallas County,89,89 yrs,3767,1336,2431,2081,758,1323,715,209,506,719,264,455,237,102,135,15,3,12
2029,113,Dallas County,90,90 yrs,3173,1116,2057,1801,653,1148,583,165,418,576,206,370,202,90,112,11,2,9
2029,113,Dallas County,91,91 yrs,2625,906,1719,1493,529,964,469,124,345,483,175,308,172,77,95,8,1,7
2029,113,Dallas County,92,92 yrs,2122,695,1427,1198,398,800,386,97,289,378,135,243,153,64,89,7,1,6
2029,113,Dallas County,93,93 yrs,1751,560,1191,1000,328,672,324,74,250,304,108,196,116,49,67,7,1,6
2029,113,Dallas County,94,94 yrs,1426,425,1001,832,242,590,258,66,192,246,81,165,85,35,50,5,1,4
2029,113,Dallas County,95,95+ yrs,3898,1072,2826,2186,593,1593,773,149,624,667,227,440,258,101,157,14,2,12
2030,113,Dallas County,-1,All Ages,3106298,1511694,1594604,753492,371707,381785,714553,332499,382054,1270932,628245,642687,290418,142570,147848,76903,36673,40230
2030,113,Dallas County,0,< 1 yr,46650,23775,22875,8023,4091,3932,9444,4811,4633,23368,11917,11451,3781,1922,1859,2034,1034,1000
2030,113,Dallas County,1,1 yr,46152,23522,22630,7961,4058,3903,9438,4808,4630,23085,11763,11322,3689,1883,1806,1979,1010,969
2030,113,Dallas County,2,2 yrs,45896,23353,22543,7963,4059,3904,9510,4830,4680,22862,11641,11221,3619,1836,1783,1942,987,955
2030,113,Dallas County,3,3 yrs,45610,23217,22393,7977,4067,3910,9583,4870,4713,22591,11496,11095,3553,1810,1743,1906,974,932
2030,113,Dallas County,4,4 yrs,45304,23022,22282,8002,4079,3923,9643,4886,4757,22287,11333,10954,3500,1771,1729,1872,953,919
2030,113,Dallas County,5,5 yrs,44986,22873,22113,8032,4095,3937,9694,4917,4777,21969,11165,10804,3450,1754,1696,1841,942,899
2030,113,Dallas County,6,6 yrs,44661,22649,22012,8098,4124,3974,9729,4924,4805,21609,10961,10648,3410,1720,1690,1815,920,895
2030,113,Dallas County,7,7 yrs,44366,22490,21876,8163,4153,4010,9761,4948,4813,21265,10764,10501,3386,1716,1670,1791,909,882
2030,113,Dallas County,8,8 yrs,44072,22283,21789,8231,4182,4049,9783,4951,4832,20932,10572,10360,3360,1689,1671,1766,889,877
2030,113,Dallas County,9,9 yrs,43797,22138,21659,8300,4214,4086,9799,4967,4832,20610,10388,10222,3342,1687,1655,1746,882,864
2030,113,Dallas County,10,10 yrs,43546,21957,21589,8365,4242,4123,9807,4961,4846,20315,10219,10096,3337,1673,1664,1722,862,860
2030,113,Dallas County,11,11 yrs,43268,21845,21423,8425,4263,4162,9684,4908,4776,20129,10139,9990,3356,1693,1663,1674,842,832
2030,113,Dallas County,12,12 yrs,43007,21696,21311,8477,4284,4193,9545,4830,4715,19967,10071,9896,3390,1700,1690,1628,811,817
2030,113,Dallas County,13,13 yrs,42736,21584,21152,8503,4290,4213,9405,4766,4639,19831,10014,9817,3416,1724,1692,1581,790,791
2030,113,Dallas County,14,14 yrs,42473,21435,21038,8509,4286,4223,9255,4686,4569,19733,9977,9756,3440,1724,1716,1536,762,774
2030,113,Dallas County,15,15 yrs,42152,21309,20843,8500,4282,4218,9083,4605,4478,19637,9942,9695,3446,1739,1707,1486,741,745
2030,113,Dallas County,16,16 yrs,42936,21631,21305,8904,4469,4435,9033,4566,4467,19833,10012,9821,3714,1868,1846,1452,716,736
2030,113,Dallas County,17,17 yrs,43307,21764,21543,9182,4576,4606,8832,4455,4377,19974,10056,9918,3932,1993,1939,1387,684,703
2030,113,Dallas County,18,18 yrs,41777,21028,20749,8704,4390,4314,8194,4157,4037,19583,9839,9744,3959,1995,1964,1337,647,690
2030,113,Dallas County,19,19 yrs,39400,19823,19577,7847,3913,3934,7593,3871,3722,18765,9434,9331,3914,1983,1931,1281,622,659
2030,113,Dallas County,20,20 yrs,39921,20009,19912,6291,3193,3098,7776,3956,3820,20718,10237,10481,3894,2036,1858,1242,587,655
2030,113,Dallas County,21,21 yrs,41588,20688,20900,6570,3264,3306,8399,4178,4221,21080,10526,10554,4250,2140,2110,1289,580,709
2030,113,Dallas County,22,22 yrs,44515,22144,22371,7255,3582,3673,9123,4620,4503,21998,10957,11041,4730,2318,2412,1409,667,742
2030,113,Dallas County,23,23 yrs,46048,22820,23228,8018,4058,3960,9669,4879,4790,22056,10900,11156,5004,2409,2595,1301,574,727
2030,113,Dallas County,24,24 yrs,47090,23093,23997,8532,4308,4224,10029,4927,5102,21785,10616,11169,5363,2609,2754,1381,633,748
2030,113,Dallas County,25,25 yrs,47836,23335,24501,9251,4666,4585,10243,4996,5247,21434,10398,11036,5628,2695,2933,1280,580,700
2030,113,Dallas County,26,26 yrs,47272,23157,24115,9287,4702,4585,10358,4986,5372,20642,10022,10620,5687,2856,2831,1298,591,707
2030,113,Dallas County,27,27 yrs,46497,22669,23828,9078,4678,4400,10431,5022,5409,20087,9681,10406,5656,2709,2947,1245,579,666
2030,113,Dallas County,28,28 yrs,47293,23182,24111,9371,4843,4528,10907,5300,5607,20441,9872,10569,5415,2623,2792,1159,544,615
2030,113,Dallas County,29,29 yrs,47541,23357,24184,9533,5022,4511,11009,5386,5623,19985,9567,10418,5827,2870,2957,1187,512,675
2030,113,Dallas County,30,30 yrs,46740,22694,24046,9574,4963,4611,11577,5503,6074,19034,9120,9914,5363,2542,2821,1192,566,626
2030,113,Dallas County,31,31 yrs,45078,21876,23202,9595,5011,4584,11340,5444,5896,17927,8395,9532,5004,2507,2497,1212,519,693
2030,113,Dallas County,32,32 yrs,44275,21597,22678,9560,4996,4564,11608,5674,5934,17079,7989,9090,4802,2391,2411,1226,547,679
2030,113,Dallas County,33,33 yrs,44201,21329,22872,9945,5176,4769,11892,5686,6206,16467,7718,8749,4762,2240,2522,1135,509,626
2030,113,Dallas County,34,34 yrs,43901,21256,22645,9790,5062,4728,12114,5960,6154,16080,7360,8720,4744,2314,2430,1173,560,613
2030,113,Dallas County,35,35 yrs,44626,21873,22753,10051,5268,4783,12998,6317,6681,15627,7343,8284,4738,2390,2348,1212,555,657
2030,113,Dallas County,36,36 yrs,43744,21172,22572,9782,5109,4673,13009,6274,6735,15165,7081,8084,4672,2196,2476,1116,512,604
2030,113,Dallas County,37,37 yrs,43031,20827,22204,9404,4905,4499,13600,6532,7068,14959,6993,7966,3963,1923,2040,1105,474,631
2030,113,Dallas County,38,38 yrs,42190,20519,21671,9568,4924,4644,13016,6333,6683,14525,6835,7690,4113,1981,2132,968,446,522
2030,113,Dallas County,39,39 yrs,42435,20639,21796,9716,5008,4708,12894,6132,6762,14633,6899,7734,4190,2120,2070,1002,480,522
2030,113,Dallas County,40,40 yrs,41661,20364,21297,9781,5108,4673,12425,5798,6627,14238,6901,7337,4258,2107,2151,959,450,509
2030,113,Dallas County,41,41 yrs,40276,19579,20697,9540,4748,4792,11490,5354,6136,13995,6983,7012,4411,2130,2281,840,364,476
2030,113,Dallas County,42,42 yrs,40719,20026,20693,10193,5049,5144,10815,4965,5850,14490,7236,7254,4360,2402,1958,861,374,487
2030,113,Dallas County,43,43 yrs,40604,19601,21003,10617,5161,5456,10264,4700,5564,14632,7340,7292,4272,2080,2192,819,320,499
2030,113,Dallas County,44,44 yrs,41096,19715,21381,11019,5343,5676,10062,4439,5623,14694,7332,7362,4492,2209,2283,829,392,437
2030,113,Dallas County,45,45 yrs,39340,19197,20143,10541,5126,5415,9352,4204,5148,14560,7330,7230,4143,2215,1928,744,322,422
2030,113,Dallas County,46,46 yrs,39181,18909,20272,10217,5140,5077,9007,4018,4989,14649,7323,7326,4581,2087,2494,727,341,386
2030,113,Dallas County,47,47 yrs,40557,19556,21001,10361,5212,5149,9186,4042,5144,15558,7760,7798,4668,2195,2473,784,347,437
2030,113,Dallas County,48,48 yrs,39561,19301,20260,9988,5015,4973,8809,3911,4898,15596,7899,7697,4415,2131,2284,753,345,408
2030,113,Dallas County,49,49 yrs,39536,19080,20456,9799,4898,4901,8858,3884,4974,16082,8108,7974,4183,1901,2282,614,289,325
2030,113,Dallas County,50,50 yrs,39640,19355,20285,9326,4739,4587,8762,3825,4937,16620,8410,8210,4244,2051,2193,688,330,358
2030,113,Dallas County,51,51 yrs,36407,17872,18535,8528,4337,4191,8081,3565,4516,15435,7850,7585,3785,1836,1949,578,284,294
2030,113,Dallas County,52,52 yrs,36255,17723,18532,8347,4209,4138,7682,3319,4363,16096,8193,7903,3592,1766,1826,538,236,302
2030,113,Dallas County,53,53 yrs,35522,17161,18361,8158,4191,3967,7552,3241,4311,15829,7816,8013,3456,1661,1795,527,252,275
2030,113,Dallas County,54,54 yrs,35326,16920,18406,7951,4025,3926,7220,3048,4172,15914,7813,8101,3745,1779,1966,496,255,241
2030,113,Dallas County,55,55 yrs,36012,17595,18417,8220,4181,4039,7254,3143,4111,16441,8232,8209,3604,1791,1813,493,248,245
2030,113,Dallas County,56,56 yrs,33880,16262,17618,7819,3924,3895,7044,2982,4062,15214,7471,7743,3405,1684,1721,398,201,197
2030,113,Dallas County,57,57 yrs,34081,16592,17489,8078,4148,3930,7198,3104,4094,15066,7511,7555,3259,1586,1673,480,243,237
2030,113,Dallas County,58,58 yrs,34212,16588,17624,8504,4298,4206,7351,3180,4171,14767,7302,7465,3171,1598,1573,419,210,209
2030,113,Dallas County,59,59 yrs,34370,16532,17838,9205,4682,4523,7501,3172,4329,14124,6917,7207,3100,1557,1543,440,204,236
2030,113,Dallas County,60,60 yrs,34085,16499,17586,9199,4671,4528,7208,3054,4154,14339,7186,7153,2918,1375,1543,421,213,208
2030,113,Dallas County,61,61 yrs,30958,15287,15671,8501,4310,4191,6561,2889,3672,12787,6532,6255,2736,1375,1361,373,181,192
2030,113,Dallas County,62,62 yrs,30115,14644,15471,8194,4105,4089,6647,2850,3797,12360,6242,6118,2519,1258,1261,395,189,206
2030,113,Dallas County,63,63 yrs,28739,13955,14784,8077,4091,3986,6398,2720,3678,11678,5945,5733,2257,1039,1218,329,160,169
2030,113,Dallas County,64,64 yrs,28463,13805,14658,8088,4044,4044,6594,2769,3825,11217,5741,5476,2217,1086,1131,347,165,182
2030,113,Dallas County,65,65 yrs,29262,14280,14982,8911,4513,4398,6898,2894,4004,10835,5601,5234,2220,1094,1126,398,178,220
2030,113,Dallas County,66,66 yrs,28032,13611,14421,9200,4517,4683,6515,2717,3798,9789,5123,4666,2160,1073,1087,368,181,187
2030,113,Dallas County,67,67 yrs,27367,12978,14389,9554,4683,4871,6336,2591,3745,9106,4566,4540,2018,974,1044,353,164,189
2030,113,Dallas County,68,68 yrs,26184,12367,13817,9645,4615,5030,6177,2589,3588,8303,4182,4121,1766,847,919,293,134,159
2030,113,Dallas County,69,69 yrs,25820,12233,13587,9526,4578,4948,6147,2554,3593,8055,4071,3984,1782,891,891,310,139,171
2030,113,Dallas County,70,70 yrs,25114,11848,13266,9504,4510,4994,6028,2538,3490,7548,3836,3712,1737,817,920,297,147,150
2030,113,Dallas County,71,71 yrs,23256,10737,12519,9182,4360,4822,5569,2278,3291,6684,3273,3411,1575,715,860,246,111,135
2030,113,Dallas County,72,72 yrs,22498,10333,12165,9194,4330,4864,5380,2218,3162,6078,2929,3149,1589,736,853,257,120,137
